sentence1	sentence2	label
Kami dengan hormat tidak setuju dengan permintaan Massachusettss untuk biaya atas dasar bahwa mereka tidak menang pada sebagian besar klaim asli mereka Microsoft juru bicara Stacy Drake mengatakan.	Kami dengan hormat tidak setuju dengan permintaan Massachusetts untuk biaya atas dasar bahwa mereka tidak menang atas sebagian besar klaim asli mereka.	1
Tapi dia menambahkan Anda tidak dapat memenangkan pemilihan dengan melihat di kaca spion.	Anda tidak dapat memenangkan pemilihan dengan melihat melalui kaca spion, katanya.	1
Putusan pengadilan banding AS baru -baru ini mengharuskan penyedia internet untuk mengidentifikasi pelanggan yang diduga berbagi file musik dan film secara ilegal.	Kampanye baru ini datang hanya beberapa minggu setelah putusan pengadilan banding AS yang mengharuskan penyedia layanan internet untuk mengidentifikasi pelanggan yang diduga berbagi musik dan film film secara ilegal.	1
Dia juga berterima kasih kepada pacarnya Sersan.Ruben Contreras yang duduk di sebelah panggung.	Dan dia memiliki seorang pejabat pacar kata Sersan.Ruben Contreras yang duduk bersama keluarganya hari ini.	0
Kantor -kantor federal akan tetap ditutup untuk hari kedua semalam Jumat waktu AS.	Pemerintah ditutup di Washington dan kantor federal tetap ditutup kemarin.	1
Gubernur Missouri Bob Holden meminta Gedung Putih untuk menyatakan bencana federal di 39 negara.	Gubernur Bob Holden meminta Bush untuk menyatakan 39 daerah bencana Missouri.	1
Menurut pernyataan tertulis Alamoudi melakukan setidaknya 10 perjalanan ke Libya menggunakan dua paspor Amerika dan satu Yaman.	Pernyataan tertulis mengatakan Mr. Alamoudi melakukan setidaknya 10 perjalanan ke Libya menggunakan satu Yaman dan dua paspor A.S.	1
Ini dapat menyimpan lebih dari sekadar gigabyte informasi yang setara dengan sekitar 12 jam musik dalam satu sentimeter kubik.	Dan itu dapat menyimpan lebih dari sekadar gigabyte informasi yang setara dengan 1000 gambar berkualitas tinggi atau sekitar 12 jam musik hanya dalam satu sentimeter kubik.	0
Upaya bulan lalu di Senat untuk menjaga dana tetap terbuka selama satu tahun lagi tetap datar.	Upaya untuk menjaga dana terbuka untuk satu tahun lagi tetap datar di Senat bulan lalu.	1
Koalisinya juga meloloskan beberapa dunia yang paling progresif hukum dalam melegalkan pernikahan gay dan eutanasia dan mendekriminalisasi penggunaan pribadi obat lunak.	Koalisi meloloskan beberapa dunia undang -undang sosial paling progresif yang melegalkan pernikahan gay dan eutanasia.	0
Penumpang Keith Charlton yang membantu menangani pria itu tadi malam memuji upaya kepala pramugari yang terluka yang dikenal sebagai penumpang sebagai Greg.	Penumpang Keith Charlton yang juga menangani penyerang itu memuji upaya kepala pramugari yang terluka.	1
Pengacara Obriens Jordan Green menolak berkomentar.	Pengacara Privat Jordan Green Obriens mengatakan dia tidak punya komentar.	1
Pendapatan pada kuartal terbaru naik 5,4 persen menjadi 45,9 miliar.	Pendapatan naik 5,4 persen menjadi 45,9 miliar dari 43,6 miliar setahun yang lalu.	0
Rata -rata industri Dow Jones ditutup turun 18,06 atau 0,2 persen pada 9266,51.	Bluechip Dow Jones Industrial Average .DJI merosot 44,32 poin atau 0,48 persen menjadi 9240,25.	1
Tapi dia tidak mengatakan apakah Shell menyatakan anggaran twoyear 117,4 miliar untuk tahun 200405.	Dia bilang dia belum tahu apakah dia akan mensertifikasi anggaran.	1
Jika Polandia Spanyol dan Jerman siap untuk membuat konsesi di Brussels dasar untuk kesepakatan dapat ditemukan.	Polandia Spanyol dan Jerman siap untuk membicarakan kesepakatan yang katanya.	0
Ketika seorang manajer membiarkannya masuk ke apartemen, anak muda itu berada di bak mandi bayi yang ditutupi dengan handuk dan menonton saluran kartun TV.	Ketika manajer membiarkannya di apartemen Brianna berada di kamar tidur ibunya berbaring di bak mandi bayi yang ditutupi dengan handuk dan menonton kartun.	1
Kami akan menyetujui permintaan itu sementara kami mengeksplorasi semua opsi kami Verisign juru bicara Tom Galvin mengatakan kepada Reuters.	Kami akan menyetujui permintaan tersebut sementara kami mengeksplorasi semua opsi kami, kata Wakil Presiden Eksekutif Russell Lewis dari Verisigns Naming and Directory Services Group.	1
Electronic Data Systems Corp. Kamis mengatakan Komisi Sekuritas dan Bursa telah meminta perusahaan untuk dokumen yang terkait dengan kontrak besarnya dengan Angkatan Laut AS.	Dalam pengajuan peraturan EDS mengatakan SEC telah meminta informasi terkait kontrak outsourcing IT yang bermasalah dengan Angkatan Laut AS.	1
Senin mengacak -acak lini perangkat lunak basis data dengan pengenalan suite baru yang mengotomatiskan proses mendefinisikan informasi menggambarkan dan mengindeks informasi yang terkandung dalam database.	DB2 Cube Views mengotomatiskan proses pembuatan metadata dengan mendefinisikan menjelaskan dan mengindeks informasi dalam database.	0
Diplomat veteran Malyasian bertemu Suu Kyi pada hari Rabu di rumah danau di Yangon di mana dia berada di bawah tahanan rumah.	Razali Ismail bertemu selama 90 menit dengan Suu Kyi, pemenang Hadiah Nobel Perdamaian tahun 1991 di rumahnya di tepi danau di mana ia berada di bawah tahanan rumah.	0
Pengacara Malvos melakukan pembelaan kegilaan dengan alasan bahwa indoktrinasi Muhammad membuatnya tidak dapat mengatakan yang benar dari yang salah.	Pengacara Malvos telah menghadirkan pembelaan kegilaan yang mengatakan pencucian otak oleh penembak jitu yang dihukum John Allen Muhammad meninggalkan Malvo yang tidak mampu mengetahui benar dari yang salah.	1
Dan Amandemen Pertama tidak mengatakan bahwa latihan agama yang bebas diizinkan kecuali di gedung -gedung pemerintah.	Amandemen ini berkaitan dengan pelaksanaan agama yang bebas versus pendirian pemerintah suatu agama.	0
Korban yang juga tidak diidentifikasi dibawa ke Rumah Sakit Kings County dalam kondisi sangat kritis Czartoryski mengatakan.	Korban penembakan dibawa ke Pusat Rumah Sakit Kings County di mana ia kemudian meninggal, kata polisi.	0
Rata -rata siswa menderita setidaknya satu dari 13 gejala antara tiga dan 11 kali dalam setahun terakhir.	Berdasarkan memiliki setidaknya satu dari gejala -gejala ini sebagian besar siswa digantung antara tiga dan 11 kali dalam setahun terakhir.	1
Presiden SEIU Andrew Stern mengatakan serikat pekerja benar -benar nyaman dengan posisi dekan.	Dalam pidatonya Stern mengatakan anggotanya benar -benar nyaman dengan posisi dekan tentang masalah perawatan kesehatan.	1
Saksi dari Malaysia akan bersaksi Kamis dalam persidangan pengkhianatan ulama Abu Bakar Bashir yang dikatakan sebagai pemimpin kelompok teroris Jemaah Islamiyah.	Kerahasiaan di sekitar kelompok teroris Jemaah Islamiyah sekali lagi dihancurkan ketika saksi dari Malaysia bersaksi dalam persidangan pengkhianatan Abu Bakar Bashir.	0
Bek Chelsea Marcel Desailly telah menjadi yang terbaru untuk dibicarakan.	Marcel Desailly Kapten Prancis dan bek Chelsea percaya yang terakhir itu benar.	0
Namun Institut mengatakan departemen itu meremehkan perubahan yang akan terjadi di bawah proposal.	Namun Institut mengatakan departemen itu dengan sangat meremehkan perubahan yang akan terjadi jika proposal diimplementasikan.	1
Pada Maret 67 persen terhubung melalui kabel naik dari 63 persen setahun sebelumnya.	Pada Maret 2003 67 persen pengguna broadband yang terhubung menggunakan modem kabel dibandingkan dengan 28 persen menggunakan D.S.L.	0
Di belakangnya adalah India 14,3 persen diikuti oleh Thailand dan Filipina.	Pemasok obat -obatan terbesar adalah Kanada diikuti oleh India Thailand dan Filipina.	0
Satu atau dua tahun kemudian 259 atau 10 persen pemuda melaporkan bahwa mereka sudah mulai merokok atau hanya mengambil beberapa puff.	Dalam dua tahun 259 atau 10 persen dari para pemuda melaporkan bahwa mereka sudah mulai merokok atau setidaknya mengambil beberapa kepulan.	1
Pada hari Kamis, pihak berwenang mengevakuasi penduduk yang tinggal di ngarai dan menutup jalan menuju ke sana.	Pihak berwenang mengevakuasi penduduk dan menutup jalan menuju Waterman Canyon.	1
Menteri Uni Eropa diundang ke konferensi tetapi dibatalkan karena serikat tersebut menutup pembicaraan tentang reformasi pertanian mengatakan Gerry Kiely seorang perwakilan pertanian Uni Eropa di Washington.	Gerry Kiely Seorang perwakilan pertanian Uni Eropa di Washington mengatakan para menteri UE diundang tetapi dibatalkan karena serikat tersebut menutup pembicaraan tentang reformasi pertanian.	1
Andrew Sugden Seorang ahli biologi evolusioner dan editor pelaksana sains internasional menggambarkan temuan itu sebagai tonggak sejarah...Penelitian ini telah melanggar penghalang ukuran untuk hewan pengerat.	Andrew Sugden Seorang ahli biologi evolusioner dan editor pengelola sains internasional menggambarkan temuan itu sebagai tonggak sejarah.	0
Pejabat dengan North Carolina Speedway di Rockingham tidak dapat dihubungi.	Pejabat NASCAR tidak dapat dihubungi untuk memberikan komentar pada hari Selasa.	1
Pengadilan Banding Sirkuit A.S. ke -4 telah membuka transkrip yang diedit oleh sesi pengadilan 3 Juni di mana bukti rahasia dibahas dari pendengaran publik.	Pengadilan Banding Sirkuit AS ke -4 di Richmond Va. Merilis transkrip yang diedit dari audiensi tertutup 3 Juni yang mengikuti proses publik.	0
Indeks Poors 500 Standard yang lebih luas .SPX turun 9,90 poin atau 0,99 persen menjadi 988,61.	Indeks komposit NASDAQ yang ditranslakisikan teknologi turun 25,36 poin atau 1,53 persen pada 1628,26.	0
Kata -kata yang identik diperkenalkan di Senat minggu lalu oleh tiga Partai Republik Wayne Allard Colo. Jeff Sessions Ala. Dan Sam Brownback Kan ..	Kata -kata yang identik diperkenalkan di Senat minggu lalu oleh tiga Partai Republik Wayne Allard dari Colorado Jeff Sessions dari Alabama dan Sam Brownback dari Kansas.	1
Hakim Agung William Rehnquist dan Hakim Clarence Thomas adalah dua hakim yang berbeda pendapat lainnya.	Perbedaan pendapatnya bergabung dengan Ketua Hakim William H. Rehnquist dan Hakim Clarence Thomas.	1
Kanselir Lord adalah wali dari segel besar yang digunakan untuk mencap semua dokumen resmi dari Sovereign.	Falconer akan bertahan untuk saat ini kepada Lord Chancellors Great Seal yang digunakan untuk menandatangani instruksi dari Sovereign.	0
Tahanan disiksa dan dieksekusi telinga mereka dan kulit kepala terputus untuk suvenir.	Mereka sering menyiksa dan menembak tahanan yang memutuskan telinga dan kulit kepala untuk suvenir.	1
Pasukan AS menewaskan hampir dua lusin yang diduga militan Taliban setelah mendapat kecaman di Afghanistan selatan dalam serangkaian serangan semacam itu.	Tentara A.S. menewaskan sekitar dua lusin yang diduga militan Taliban di Afghanistan selatan setelah konvoi mereka diserang, militer mengatakan pada hari Minggu.	1
Cindy Yeast Seorang humas Washingtonarea 50 tahun mengatakan dia mulai mengonsumsi suplemen dua tahun lalu untuk menghindari demensia ringan yang memengaruhi orang tuanya yang sudah tua.	Dia mulai mengonsumsi suplemen dua tahun lalu sebagian untuk mencegah demensia ringan yang mempengaruhi orang tuanya yang sudah tua.	1
Sekitar 25 negara telah menandatangani dalam empat bulan terakhir dan sekitar setengah dari mereka telah ditandatangani dalam beberapa minggu terakhir.	Menurut daftar Departemen Luar Negeri sekitar 25 negara telah menandatangani perjanjian bilateral dalam empat bulan terakhir sekitar setengah dalam tiga minggu terakhir.	1
Amerika Serikat menyambut peran NATO yang lebih besar dalam stabilisasi Irak yang dikatakan Powell menurut teks komentar yang disiapkan yang dilihat oleh Reuters.	Amerika Serikat menyambut peran NATO yang lebih besar dalam stabilisasi Irak yang dikatakan Powell dalam pidatonya kepada sesama menteri NATO.	1
Konflik berpusat pada proposal untuk mengubah dana pengangguran Prancis untuk seniman yang memperhitungkan downtime mereka di antara pertunjukan.	Prancis memiliki dana pengangguran yang unik untuk seniman yang memperhitungkan downtime mereka di antara pertunjukan.	0
Keduanya tidak terkait tetapi menyebut satu sama lain sebagai ayah dan anak.	Dia tidak terkait dengan Malvo tetapi keduanya menyebut satu sama lain sebagai ayah dan anak.	1
Terapi penggantian hormon yang menggabungkan estrogen dan progestin menggandakan risiko kanker payudara wanita yang telah ditemukan oleh lebih dari sejuta wanita.	Sebuah studi utama Inggris telah menambah bukti bahwa terapi penggantian hormon meningkatkan risiko kanker payudara terutama ketika wanita menerima kombinasi estrogen dan progestin.	1
Saya akan meneruskan kepadanya Tn. Cheney bahwa Kanada masih tetap aman dan dapat diandalkan dari energi yang dikatakan Mr. Klein pada hari Minggu.	Saya akan meneruskan kepadanya bahwa Kanada masih tetap menjadi pasokan energi yang aman dan andal.	1
Ini adalah jaring jinak di mana kami berharap dapat menangkap investor dan di mana masing -masing dari kita dapat memajukan kepentingan diri kita yang tercerahkan melalui kerja sama dengan orang lain.	Ini adalah jaring jinak di mana kami berharap dapat menangkap investor dan di mana masing -masing dari kita dapat memajukan kepentingan diri kita yang tercerahkan melalui kerja sama dengan orang lain yang mengatakan Mr Goh.	1
Spesialis remaja Dr Michael Cohen yang bekerja pada penelitian itu mengatakan para dokter telah merawat delapan tahun anak -anak dengan anoreksia dan bahwa ia pernah merawat seorang anak laki -laki empat tahun.	Spesialis remaja Dr. Michael Cohen yang bekerja pada penelitian itu mengatakan para dokter telah merawat anak -anak 8 tahun dengan anoreksia _ dan bahwa ia pernah merawat anak laki -laki 4 tahun.	1
Jelas saya tidak mengendarai dan bertahun -tahun melewati Armstrong mengatakan pada konferensi pers.	Saya pikir itu jelas saya tidak akan berkendara sebaik yang saya miliki di tahun -tahun sebelumnya.	1
Semua yang terinfeksi memiliki kontak dekat baru -baru ini dengan anjing padang rumput.	Salah satu yang terinfeksi melaporkan memiliki kontak baru -baru ini dengan hewan eksotis di sana.	1
Pada konferensi pers tentang pengacara AS Staten Island Roslynn Mauskopf mengumumkan bahwa dia akan mengambil alih penyelidikan dari Jaksa Distrik William Murphy.	Pada hari Jumat, pengacara AS Roslynn Mauskopf mengatakan dia akan mengambil alih penyelidikan dari Jaksa Distrik William Murphy.	1
Ketika saya berbicara dengannya terakhir kali saya pikir itu adalah satu percakapan yang berakhir dengan seseorang	Ketika saya berbicara dengannya terakhir kali saya pikir itu adalah akhirnya	1
Badai tropis yang bergerak lambat Henri menyiram Florida yang sudah direndam Jumat membawa badai kuat yang selanjutnya diuji danau dan sungai yang sudah bengkak.	Badai tropis yang menggembirakan dengan lambat, Henri menyiram Florida yang sudah direndam pada hari Jumat mendorong hujan lebat ke daerah -daerah di mana danau dan sungai penuh untuk dipenuhi.	1
Kasus ini telah mengkonsolidasikan banyak gugatan tindakan kelas yang diajukan terhadap Rambus pada tahun 2001.	Kasus ini mengkonsolidasikan tindakan kelas yang diakui yang diajukan pada tahun 2001.	1
Dia menambahkan bahwa kita tidak akan membuat kemajuan jika kita tidak memperluas tenda.	Dia menambahkan Demokrat tidak akan membuat kemajuan jika kita tidak memperluas tenda.	1
Gibson mengatakan bulan lalu dalam pernyataan pers bahwa baik saya maupun film saya tidak antisemit.	Gibson mengatakan dalam pernyataan Juni bahwa ia dan filmnya tidak antisemit.	1
MTA berpendapat perlu menaikkan tarif untuk menutup defisit twoyear yang diperkirakan pada waktu yang berbeda berkisar dari kurang dari 1 miliar hingga 2,8 miliar.	MTA berpendapat perlu menaikkan tarif untuk menutup defisit twoyear yang diperkirakan pada waktu yang berbeda menjadi 952 juta atau 2,8 miliar.	1
Perusahaan perangkat lunak terbesar di dunia mengatakan bahwa mereka mengakui kesulitan yang ditimbulkan oleh beberapa tambalan untuk perusahaan dan berangkat untuk memudahkan mereka untuk menerapkan pembaruan.	Perusahaan perangkat lunak terbesar di dunia mengatakan bahwa mereka mengakui kesulitan yang ditimbulkan oleh beberapa tambalan untuk perusahaan yang mencoba menerapkannya.	0
Pada tahun 2040, populasi Countys diperkirakan 985066 dibandingkan dengan populasi 2000 dari 860454.	Melalui 2040 populasi Indianas diperkirakan akan meningkat sekitar 19 persen menjadi lebih dari 7,2 juta orang.	0
Dow Jones Industrial Average .DJI berakhir naik 64,64 poin atau 0,71 persen pada 9191,09 menurut data terbaru yang tersedia.	Rata -rata industri Bluechip Dow Jones .DJI menambahkan 38 poin atau 0,42 persen menjadi 9165.	1
Pemungutan suara datang hanya dua hari setelah Kurdi menyapu pemilihan Dewan Kota mengambil blok suara tunggal terbesar di dewan 30 detik.	Pemungutan suara untuk walikota mengikuti pemilihan dewan kota yang memberi Kurdi blok suara terbesar di dewan 30 -detik.	1
Dolores Mahoy 68 dari Colorado Springs Colo. Adalah seseorang yang mungkin dibantu oleh undang -undang yang tertunda di Kongres.	Dolores E. Mahoy 68 dari Colorado Springs hanyalah tipe orang yang mungkin dibantu oleh undang -undang yang tertunda di Kongres.	1
Perdana Menteri Italia Silvio Berlusconi yang negaranya memegang kepresidenan Uni Eropa yang berputar mengatakan dia siap untuk mengadakan pertemuan pemimpin lain bulan depan.	Perdana Menteri Italia Silvio Berlusconi yang memimpin KTT mengatakan dia siap untuk mengadakan pertemuan informal para pemimpin tambahan bulan depan tentang Konstitusi jika perlu.	0
Tetapi kepemimpinan utama Jihad Islam di strip Gaza membatalkan pemboman yang mengatakan bahwa kelompok itu masih berkomitmen untuk gencatan senjata.	Kepemimpinan kelompok di Gaza bersikeras pada hari Selasa bahwa itu masih berkomitmen untuk gencatan senjata.	0
Cox mengatakan polisi negara bagian masih akan membantu kantornya dalam penyelidikan tetapi Sturdivant tidak akan terlibat.	Pada hari Jumat, pihak berwenang mengatakan polisi negara bagian akan memimpin penyelidikan.	0
Tengkorak kemudian ditusuk otak disedot keluar dan yang menyebabkan tengkorak runtuh sehingga dapat dihilangkan dari saluran lahir.	Tengkorak kemudian ditusuk dan otak disedot menyebabkan tengkorak runtuh dan melonggarkan jalan melalui saluran kelahiran.	1
Penuduh tiba di rumah sakit mengenakan celana rajut kuning dengan air mani elses dan sperma di dalamnya bukan dari Tuan Bryant Mackey yang dipalu dengan penuh kemenangan.	Penuduh tiba di rumah sakit yang mengenakan celana dalam dengan semen elses dan sperma di dalamnya bukan dari Tuan Bryant yang benar	1
Shinseki pensiun pada hari Rabu setelah karir 38 tahun yang termasuk pertempuran di Vietnam dan kepala upaya pemeliharaan perdamaian A.S. di Bosnia.	Karier Shinsekis termasuk pertempuran di Vietnam dan kepala upaya pemeliharaan perdamaian A.S. di Bosnia.	0
Tornado hingga satu kaki hujan dan hujan es sebesar cantaloupes menumbuk Nebraska selatan dan Kansas utara yang menewaskan satu orang dan menghancurkan setidaknya empat rumah.	Hingga satu kaki hujan dan setidaknya tujuh tornado menumbuk Nebraska selatan dan Kansas utara membunuh seorang pria dan menghancurkan setidaknya empat rumah.	1
Gelombang besar dan selancar berbahaya sudah dirasakan di sepanjang bagian pantai.	Gelombang besar yang sudah besar dan selancar berbahaya telah tiba di sepanjang midatlantik.	1
Dia mengatakan saya khawatir pada kesempatan ini yang terjadi adalah potongan -potongan alfabet yang mendukung kasus ini dipilih.	Saya khawatir pada kesempatan ini yang terjadi adalah bahwa potongan -potongan alfabet yang mendukung kasus ini dipilih.	1
Wall Street juga menunggu pembuat aluminium Alcoa Inc. AA.N untuk melaporkan pendapatan setelah penutupan.	Wall Street juga menunggu pembuat aluminium Alcoa Inc. NYSE PEP News People untuk melaporkan pendapatan setelah penutupan.	1
Duisenberg mengatakan dalam sebuah wawancara dengan saluran televisi Jerman Bloomberg News yang dirilis pada hari Rabu, masih terlalu dini untuk membahas pemotongan suku bunga lebih lanjut untuk zona euro.	Presiden Bank Sentral Eropa WIM Duisenberg mengatakan dalam sebuah wawancara televisi bahwa terlalu dini untuk membahas pemotongan suku bunga lebih lanjut di zona euro.	1
Jumlah total kasus baru di Cina kurang dari 100 untuk hari ketiga berturut -turut.	Pada hari Senin jumlah kasus SARS di Cina melewati 5.000 mencapai total 5013.	0
Det Chief Insp Norman McKinlay mengatakan ada bukti tubuh atau tubuh telah berada di daerah ini.	Kepala Detektif Inspektur Norman McKinlay memimpin penyelidikan mengatakan ada bukti bahwa suatu tubuh atau badan telah berada di daerah ini.	1
Rosenthal menolak berkomentar tentang situasi Garrett Selasa tetapi mengatakan dalam sebuah pernyataan kami memiliki negosiasi kontrak besar.	Pencipta acara dan produser eksekutif Phil Rosenthal menyindir dalam sebuah pernyataan bahwa kami memiliki negosiasi kontrak besar.	0
Ketua FCC Michael Powell mengatakan dalam sebuah pernyataan bahwa putusan itu akan melemparkan kunci monyet ke dalam upaya FCC untuk mengembangkan kebijakan broadband nasional yang sangat penting.	Dia menambahkan bahwa keputusan itu akan melemparkan kunci pas monyet ke dalam upaya FCCS untuk mengembangkan kebijakan broadband nasional yang sangat penting.	1
Pejabat Polisi S.K.Tonapi mengatakan kepada Reuters setidaknya 40 orang telah terbunuh dan lebih dari 100 terluka.	Juru bicara Kementerian Dalam Negeri Vasant Pitke mengatakan kepada Reuters bahwa setidaknya 42 orang telah terbunuh dan 112 terluka.	0
Itu menandai minggu keempat berturut -turut dan kesembilan kalinya tahun ini yang menilai hipotek patokan ini turun ke level terendah mingguan sepanjang waktu.	Tarif hipotek di seluruh negeri turun lagi minggu ini pada tahun kesembilan tahun ini telah mencapai titik terendah sepanjang waktu.	1
Ive masih mendapat kesempatan bertarung meskipun Hewitt mengatakan setelah berjuang untuk mengatasi Davydenko 63 46 63 76 75 di pengadilan pusat.	Saya masih belum redhot favorit yang dikatakan Hewitt setelah berjuang melawan Davydenko 63 46 63 76 75 di pengadilan tengah.	0
Harris dan Klebold menewaskan 12 siswa dan seorang guru sebelum mengambil nyawa mereka sendiri pada 20 April 1999.	Harris dan Klebold membunuh 12 siswa seorang guru dan diri mereka sendiri di sekolah.	1
Dia juga menegaskan kembali keinginannya untuk menyelesaikan krisis nuklir Korea Utara secara damai.	Tetapi krisis nuklir Korea Utara telah mendominasi waktunya di kantor.	0
Kemudian mereka pindah ke dalam masjid dan mulai menembaki orang -orang yang dia katakan kepada Associated Press.	Kemudian mereka pindah ke dalam masjid dan mulai menembaki orang.	1
Semuanya diputuskan sebelumnya mengatakan salah satu pria Thierry Falise seorang fotografer Belgia ketika ia tiba di Bangkok.	Itu adalah ejekan total keadilan, sebuah parodi mengatakan Thierry Falise seorang fotografer Belgia ketika dia tiba di sini.	0
Berdasarkan survei terpisah rumah tangga, tingkat pengangguran turun pada Agustus menjadi 6,1 persen dari 6,2 persen.	Analis Departemen Tenaga Kerja mengabaikan sedikit peningkatan dalam tingkat pengangguran nasional yang turun pada Agustus menjadi 6,1 persen dari 6,2 persen.	0
Demikian juga obligasi 30 tahun US30YTRR meluncur 11132 untuk hasil 4,38 persen naik dari 4,30 persen.	Bond 30 tahun US30YTRR melonjak 2032 mengambil hasil menjadi 4,14 persen dari 4,18 persen.	0
Perusahaan sedang dalam tahap awal pengujian obat untuk rheumatoid arthritis.	Perusahaan juga menguji obat kankernya Rituxan untuk digunakan oleh pasien rheumatoid arthritis.	1
Pengeluaran RD diharapkan menjadi 4,4 miliar untuk tahun ini dibandingkan dengan harapan sebelumnya sebesar 4,3 miliar.	Pengeluaran untuk penelitian dan pengembangan diharapkan menjadi 4,4 miliar untuk tahun ini dibandingkan dengan ekspektasi sebelumnya 4,3 miliar.	1
Beberapa kerabat dari korban serangan Australia berada di pengadilan untuk menyaksikan persidangan tetapi beberapa orang Bali menghadiri persidangan.	Beberapa kerabat korban serangan Australia duduk di barisan depan pengadilan tetapi beberapa orang Bali menghadiri persidangan.	1
Benchmark 10 tahun Catatan US10YT RR menyelipkan harga 1632 dalam mengirimkan hasilnya menjadi 4,48 persen dari 4,42 persen pada Kamis pada hari Kamis.	Hasil pada 10 tahun Treasury Note naik menjadi 4,46 dari 4,42 Kamis malam.	0
Biro Pertanian California tidak segera membalas telepon yang meminta komentar.	Biro Pertanian California tidak segera mendapat tanggapan resmi terhadap putusan Selasa.	1
Penyebaran hasil obligasi perusahaan AS dibuka secara keseluruhan pada hari Selasa tetapi obligasi perusahaan tembakau melebar secara signifikan setelah putusan hukum yang merugikan di Philip Morris USA.	Penyebaran hasil obligasi korporasi A.S. sebagian besar lebih ketat di tengah kemerosotan perbendaharaan pada hari Selasa sementara obligasi perusahaan tembakau melebar secara signifikan setelah putusan hukum yang merugikan di Philip Morris USA.	1
Paket itu termasuk kenaikan untuk penjualan kota dan pajak penghasilan.	Dia juga keberatan dengan kenaikan pajak penghasilan dan pajak pribadi dalam paket.	0
Pembeli dapat membeli desktop windows dan muatan resmi seharga 298 tidak termasuk pajak yang dikatakan laporan.	Pembeli sekarang dapat memilih desktop Windows dan Meadeloaded untuk 12390 Baht US298 tidak termasuk pajak yang dikatakan laporan.	1
Tidak hanya ini adalah planet tertua yang juga paling jauh.	Para astronom telah menemukan planet tertua dan paling jauh yang dikenal di alam semesta.	1
Ketika ditanya di mana senjata itu Rice mengatakan ini adalah program yang dibangun untuk penyembunyian.	Faktanya adalah ini adalah program yang dibangun untuk penyembunyian.	0
Mereka telah diidentifikasi oleh Kantor Penguji Medis Kabupaten Tarrant sebagai Melenas Brother Angel Melena 25 dan Narcisco del Angel Lozano 34.	Kantor Penguji Medis Kabupaten Tarrant telah mengidentifikasi penumpang yang meninggal di tempat kejadian sebagai Angel Melena 25 dan Narcisco Delangel Lozano 34.	1
Inspektur PBB telah menemukan jejak uranium yang sangat diperkaya di dekat fasilitas nuklir Iran yang meningkatkan kekhawatiran bahwa negara itu mungkin memiliki program senjata nuklir rahasia.	PBB 26 Agustus Inspektur Internasional telah menemukan jejak uranium yang sangat diperkaya di fasilitas Iran menurut laporan rahasia baru yang didistribusikan hari ini.	0
Nelson telah menerima pelanggaran teknis dengan 246 untuk pergi pada kuartal pertama.	Nelson menatap wasit Joey Crawford selama timeout dengan 246 tersisa di kuartal pertama dan San Antonio memimpin 2616.	0
Dynes akan mendapatkan 395000 per tahun kenaikan atas gaji saat ini Atkinson 361400.	Dalam posisi barunya Dynes akan mendapatkan 395.000 kenaikan yang signifikan atas gaji Atkinsons 361400.	1
Saham Coke menutup perdagangan Bursa Efek New York pada hari Kamis di 44,01.	Dalam perdagangan pagi di bursa saham New York, saham Cocacola turun 34 sen di 43,67.	0
Qualcomm telah menikmati bertahun -tahun menjual chip CDMA melawan sedikit atau tidak ada kompetisi.	Qualcomm telah menikmati penjualan bertahun -tahun ... melawan sedikit atau tidak ada persaingan yang dikatakan Hubach dalam pernyataannya.	1
Prediksi berkisar dari 16 sen per saham hingga 27 sen per saham sesuai dengan panggilan pertama Thomson.	Analis Wall Street mengharapkan 22 sen per saham menurut panggilan pertama Thomson.	1
Kelas penuh 48 dipesan hingga September katanya dan Administrasi Keamanan Transportasi berencana untuk menggandakan kelasnya pada bulan Januari.	Kelas penuh masing -masing 48 dipesan hingga akhir September katanya dan agensi berencana untuk menggandakan kelasnya pada bulan Januari.	1
Seorang hakim federal memutuskan bahwa monumen itu melanggar hukum dan memerintahkannya dihapus.	Pengadilan federal telah memutuskan bahwa monumen itu melanggar larangan konstitusional terhadap agama yang mapan negara.	0
Saham yang berdaulat kehilangan 74 sen atau 4,5 hingga 15,68.	Saham Sovereign ditutup di New York Stock Exchange di 15,68 turun 74 sen atau 4,5 persen.	1
Rekomendasi lain termasuk penasihat khusus tentang lautan di Gedung Putih Penciptaan Dewan Ekosistem Samudra Regional dan sistem nasional untuk melindungi cadangan laut.	Rekomendasi lain termasuk penciptaan dewan ekosistem laut regional dan sistem nasional untuk sepenuhnya melindungi cadangan laut.	1
Kami akan bekerja dengan dewan untuk memastikan transisi yang lancar.	Dia mengatakan regulator federal akan bekerja dengan perusahaan untuk memastikan transisi yang lancar.	1
Selama kuartal kedua fiskal, Cisco memperoleh 991 juta atau 14 sen per saham dari penjualan 4,7 miliar.	Cisco melaporkan pendapatan 987 juta atau 14 sen per saham dengan pendapatan 4,62 miliar untuk kuartal yang berakhir pada bulan April.	1
Sidang pengadilan banding datang pada waktu yang sensitif untuk Microsoft.	Pengadilan banding umumnya terbukti merupakan tempat yang menguntungkan bagi Microsoft.	0
